[位置・速度]

ファイル        , C:\Users\bcl\Documents\計測データ\227\Session004\Temp.AVI
シーン数        ,   4001
計測点数        ,      3
コマ数／単位時間, 200.00/s, フレーム間隔, 0.01s
計測インターバル, 1
距離スケール    , 0.11cm/画素
原点X           , 0.00
原点Y           , 0.00
回転角          , 0.00
Y軸方向         , 1
 ,         ,        , 座標X    ,         ,          , 座標Y   ,         ,          
 , シーン  , 時間(s), 計測点1  , 計測点2 , 計測点3  , 計測点1 , 計測点2 , 計測点3  
 ,      336,    1.68,     26.91,    26.82,     45.41,     4.97,    18.88,     12.27
 ,      337,    1.68,     26.94,    26.91,     45.17,     4.96,    18.87,     12.16
 ,      338,    1.69,     26.96,    27.00,     44.94,     4.97,    18.86,     12.06
 ,      339,    1.69,     26.98,    27.05,     44.73,     4.98,    18.86,     11.97
 ,      340,    1.70,     26.98,    27.14,     44.51,     4.99,    18.84,     11.89
 ,      341,    1.70,     27.02,    27.20,     44.32,     4.98,    18.81,     11.81
 ,      342,    1.71,     27.02,    27.27,     44.14,     5.00,    18.79,     11.73
 ,      343,    1.71,     27.05,    27.33,     43.93,     5.00,    18.77,     11.67
 ,      344,    1.72,     27.05,    27.38,     43.74,     4.99,    18.77,     11.63
 ,      345,    1.72,     27.07,    27.41,     43.58,     5.00,    18.74,     11.59
 ,      346,    1.73,     27.07,    27.46,     43.42,     4.99,    18.72,     11.53
 ,      347,    1.73,     27.08,    27.48,     43.28,     5.00,    18.72,     11.49
 ,      348,    1.74,     27.09,    27.51,     43.14,     5.00,    18.69,     11.45
 ,      349,    1.74,     27.09,    27.51,     43.04,     5.00,    18.68,     11.45
 ,      350,    1.75,     27.08,    27.52,     42.94,     5.00,    18.66,     11.42
 ,      351,    1.75,     27.07,    27.52,     42.84,     4.99,    18.66,     11.40
 ,      352,    1.76,     27.08,    27.51,     42.76,     5.00,    18.65,     11.39
 ,      353,    1.76,     27.07,    27.48,     42.69,     4.99,    18.64,     11.36
 ,      354,    1.77,     27.05,    27.45,     42.64,     4.99,    18.62,     11.36
 ,      355,    1.77,     27.05,    27.40,     42.61,     4.98,    18.62,     11.35
 ,      356,    1.78,     27.03,    27.37,     42.58,     4.98,    18.61,     11.36
 ,      357,    1.78,     26.99,    27.29,     42.58,     4.98,    18.60,     11.35
 ,      358,    1.79,     26.99,    27.24,     42.60,     4.97,    18.57,     11.38
 ,      359,    1.79,     26.96,    27.17,     42.63,     4.96,    18.56,     11.39
 ,      360,    1.79,     26.94,    27.09,     42.66,     4.96,    18.55,     11.41
 ,      361,    1.80,     26.89,    26.99,     42.73,     4.95,    18.53,     11.43
 ,      362,    1.80,     26.88,    26.91,     42.80,     4.94,    18.51,     11.46
 ,      363,    1.81,     26.85,    26.83,     42.89,     4.94,    18.50,     11.48
 ,      364,    1.81,     26.80,    26.72,     42.99,     4.93,    18.47,     11.53
 ,      365,    1.82,     26.77,    26.62,     43.11,     4.91,    18.44,     11.59
 ,      366,    1.83,     26.75,    26.50,     43.25,     4.91,    18.42,     11.67
 ,      367,    1.83,     26.70,    26.41,     43.39,     4.89,    18.42,     11.72
 ,      368,    1.84,     26.67,    26.29,     43.55,     4.89,    18.38,     11.80
 ,      369,    1.84,     26.63,    26.20,     43.71,     4.88,    18.35,     11.88
 ,      370,    1.85,     26.59,    26.08,     43.89,     4.87,    18.32,     11.96
 ,      371,    1.85,     26.57,    25.97,     44.06,     4.86,    18.29,     12.07
 ,      372,    1.86,     26.53,    25.86,     44.26,     4.85,    18.26,     12.18
 ,      373,    1.86,     26.49,    25.75,     44.48,     4.82,    18.23,     12.29
 ,      374,    1.87,     26.47,    25.64,     44.69,     4.80,    18.22,     12.41
 ,      375,    1.87,     26.43,    25.55,     44.92,     4.79,    18.16,     12.55
 ,      376,    1.88,     26.39,    25.45,     45.13,     4.77,    18.15,     12.70
 ,      377,    1.88,     26.36,    25.37,     45.38,     4.75,    18.11,     12.84
 ,      378,    1.89,     26.33,    25.27,     45.61,     4.74,    18.05,     13.00
 ,      379,    1.89,     26.30,    25.19,     45.86,     4.71,    18.03,     13.16
 ,      380,    1.90,     26.27,    25.10,     46.11,     4.70,    17.99,     13.35
 ,      381,    1.90,     26.23,    25.04,     46.36,     4.68,    17.95,     13.53
 ,      382,    1.91,     26.21,    24.98,     46.61,     4.66,    17.90,     13.72
 ,      383,    1.91,     26.19,    24.92,     46.87,     4.63,    17.86,     13.93
 ,      384,    1.92,     26.16,    24.86,     47.13,     4.60,    17.84,     14.13
 ,      385,    1.92,     26.14,    24.81,     47.39,     4.58,    17.76,     14.37
 ,      386,    1.93,     26.14,    24.79,     47.64,     4.56,    17.74,     14.60
 ,      387,    1.93,     26.11,    24.76,     47.90,     4.55,    17.69,     14.85
 ,      388,    1.94,     26.10,    24.72,     48.17,     4.52,    17.63,     15.11
 ,      389,    1.94,     26.09,    24.71,     48.41,     4.49,    17.59,     15.34
 ,      390,    1.95,     26.08,    24.70,     48.67,     4.47,    17.54,     15.63
 ,      391,    1.95,     26.05,    24.68,     48.93,     4.43,    17.50,     15.90
 ,      392,    1.96,     26.08,    24.70,     49.17,     4.42,    17.46,     16.19
 ,      393,    1.96,     26.07,    24.71,     49.41,     4.38,    17.42,     16.49
 ,      394,    1.97,     26.06,    24.74,     49.64,     4.37,    17.41,     16.77
 ,      395,    1.97,     26.06,    24.76,     49.88,     4.33,    17.36,     17.10
 ,      396,    1.98,     26.06,    24.79,     50.09,     4.32,    17.32,     17.40
 ,      397,    1.98,     26.08,    24.82,     50.30,     4.29,    17.29,     17.74
 ,      398,    1.99,     26.09,    24.87,     50.51,     4.27,    17.27,     18.08
 ,      399,    1.99,     26.12,    24.92,     50.69,     4.24,    17.24,     18.41
 ,      400,    2.00,     26.14,    24.96,     50.88,     4.22,    17.21,     18.77
 ,      401,    2.00,     26.16,    25.02,     51.04,     4.21,    17.20,     19.13
 ,      402,    2.00,     26.20,    25.07,     51.19,     4.17,    17.19,     19.50
 ,      403,    2.01,     26.23,    25.14,     51.34,     4.14,    17.18,     19.88
 ,      404,    2.02,     26.25,    25.22,     51.46,     4.14,    17.18,     20.26
 ,      405,    2.02,     26.27,    25.30,     51.60,     4.11,    17.18,     20.68
 ,      406,    2.02,     26.29,    25.38,     51.70,     4.10,    17.19,     21.05
 ,      407,    2.03,     26.32,    25.49,     51.79,     4.09,    17.19,     21.47
 ,      408,    2.04,     26.33,    25.55,     51.85,     4.06,    17.20,     21.90
 ,      409,    2.04,     26.37,    25.64,     51.92,     4.07,    17.20,     22.31
 ,      410,    2.04,     26.41,    25.74,     51.96,     4.06,    17.22,     22.76
 ,      411,    2.05,     26.43,    25.83,     51.99,     4.05,    17.23,     23.17
 ,      412,    2.06,     26.45,    25.93,     52.03,     4.05,    17.26,     23.62
 ,      413,    2.06,     26.47,    26.03,     52.02,     4.04,    17.29,     24.06
 ,      414,    2.06,     26.52,    26.12,     52.00,     4.06,    17.31,     24.49
 ,      415,    2.07,     26.54,    26.23,     51.96,     4.05,    17.34,     24.96
 ,      416,    2.08,     26.56,    26.33,     51.93,     4.06,    17.37,     25.40
 ,      417,    2.08,     26.60,    26.43,     51.87,     4.07,    17.39,     25.85
 ,      418,    2.09,     26.63,    26.53,     51.80,     4.09,    17.44,     26.31
 ,      419,    2.09,     26.65,    26.64,     51.72,     4.11,    17.46,     26.76
 ,      420,    2.10,     26.70,    26.75,     51.60,     4.12,    17.49,     27.23
 ,      421,    2.10,     26.72,    26.85,     51.49,     4.12,    17.55,     27.68
 ,      422,    2.11,     26.75,    26.98,     51.36,     4.15,    17.59,     28.13
 ,      423,    2.11,     26.78,    27.08,     51.19,     4.15,    17.64,     28.59
 ,      424,    2.12,     26.80,    27.21,     51.04,     4.17,    17.68,     29.02
 ,      425,    2.12,     26.86,    27.32,     50.85,     4.20,    17.73,     29.47
 ,      426,    2.13,     26.88,    27.43,     50.66,     4.21,    17.79,     29.90
 ,      427,    2.13,     26.90,    27.56,     50.44,     4.24,    17.84,     30.33
 ,      428,    2.14,     26.95,    27.68,     50.22,     4.26,    17.90,     30.76
 ,      429,    2.14,     26.98,    27.80,     49.98,     4.26,    17.94,     31.14
 ,      430,    2.15,     27.00,    27.92,     49.73,     4.28,    17.98,     31.58
 ,      431,    2.15,     27.05,    28.03,     49.47,     4.31,    18.05,     31.97
 ,      432,    2.16,     27.09,    28.18,     49.18,     4.34,    18.10,     32.36
 ,      433,    2.16,     27.12,    28.28,     48.91,     4.36,    18.19,     32.73
 ,      434,    2.17,     27.17,    28.40,     48.60,     4.38,    18.22,     33.07
 ,      435,    2.17,     27.19,    28.51,     48.28,     4.40,    18.32,     33.46
 ,      436,    2.18,     27.22,    28.63,     47.95,     4.45,    18.34,     33.78
 ,      437,    2.18,     27.26,    28.72,     47.63,     4.46,    18.43,     34.10
 ,      438,    2.19,     27.30,    28.83,     47.30,     4.49,    18.50,     34.40
 ,      439,    2.19,     27.32,    28.93,     46.96,     4.50,    18.55,     34.67
 ,      440,    2.19,     27.34,    29.04,     46.60,     4.54,    18.65,     34.94
 ,      441,    2.20,     27.38,    29.12,     46.25,     4.56,    18.68,     35.17
 ,      442,    2.21,     27.40,    29.23,     45.90,     4.59,    18.75,     35.42
 ,      443,    2.21,     27.41,    29.33,     45.54,     4.62,    18.83,     35.63
 ,      444,    2.21,     27.43,    29.43,     45.18,     4.67,    18.87,     35.84
 ,      445,    2.22,     27.45,    29.51,     44.81,     4.69,    18.92,     36.04
 ,      446,    2.23,     27.49,    29.62,     44.48,     4.72,    18.97,     36.21
 ,      447,    2.23,     27.52,    29.71,     44.09,     4.73,    19.03,     36.37
 ,      448,    2.23,     27.53,    29.82,     43.75,     4.75,    19.06,     36.54
 ,      449,    2.24,     27.54,    29.92,     43.42,     4.79,    19.08,     36.68
 ,      450,    2.25,     27.55,    30.02,     43.07,     4.81,    19.10,     36.81
 ,      451,    2.25,     27.59,    30.11,     42.74,     4.83,    19.11,     36.95
 ,      452,    2.25,     27.60,    30.23,     42.40,     4.85,    19.11,     37.07
 ,      453,    2.26,     27.62,    30.32,     42.10,     4.87,    19.12,     37.17
 ,      454,    2.27,     27.63,    30.42,     41.80,     4.89,    19.13,     37.26
 ,      455,    2.27,     27.65,    30.52,     41.48,     4.90,    19.13,     37.38
 ,      456,    2.27,     27.68,    30.59,     41.21,     4.90,    19.12,     37.45
 ,      457,    2.28,     27.71,    30.69,     40.94,     4.92,    19.13,     37.56
 ,      458,    2.29,     27.74,    30.76,     40.69,     4.93,    19.14,     37.63
 ,      459,    2.29,     27.74,    30.81,     40.45,     4.93,    19.15,     37.69
 ,      460,    2.29,     27.75,    30.86,     40.21,     4.93,    19.18,     37.78
 ,      461,    2.30,     27.75,    30.89,     40.02,     4.92,    19.19,     37.83
 ,      462,    2.31,     27.75,    30.90,     39.83,     4.93,    19.20,     37.86
 ,      463,    2.31,     27.75,    30.92,     39.64,     4.92,    19.21,     37.92
 ,      464,    2.31,     27.75,    30.92,     39.51,     4.92,    19.22,     37.95
 ,      465,    2.32,     27.75,    30.90,     39.38,     4.92,    19.24,     38.02
 ,      466,    2.33,     27.75,    30.90,     39.29,     4.91,    19.25,     38.05
 ,      467,    2.33,     27.75,    30.85,     39.21,     4.91,    19.29,     38.06
 ,      468,    2.34,     27.75,    30.83,     39.18,     4.91,    19.28,     38.09
 ,      469,    2.34,     27.73,    30.78,     39.13,     4.90,    19.29,     38.12
 ,      470,    2.35,     27.73,    30.73,     39.12,     4.89,    19.30,     38.13
 ,      471,    2.35,     27.72,    30.68,     39.14,     4.87,    19.29,     38.15
 ,      472,    2.36,     27.73,    30.62,     39.18,     4.85,    19.30,     38.15
 ,      473,    2.36,     27.72,    30.52,     39.22,     4.83,    19.30,     38.17
 ,      474,    2.37,     27.70,    30.46,     39.30,     4.82,    19.31,     38.15
 ,      475,    2.37,     27.70,    30.37,     39.40,     4.82,    19.32,     38.16
 ,      476,    2.38,     27.69,    30.26,     39.51,     4.80,    19.33,     38.15
 ,      477,    2.38,     27.65,    30.15,     39.65,     4.80,    19.33,     38.13
 ,      478,    2.39,     27.65,    30.02,     39.82,     4.79,    19.37,     38.12
 ,      479,    2.39,     27.64,    29.91,     39.96,     4.77,    19.40,     38.09
 ,      480,    2.40,     27.63,    29.77,     40.17,     4.74,    19.42,     38.06
 ,      481,    2.40,     27.62,    29.64,     40.35,     4.73,    19.44,     38.05
 ,      482,    2.41,     27.56,    29.49,     40.55,     4.72,    19.47,     38.00
 ,      483,    2.41,     27.54,    29.34,     40.79,     4.70,    19.51,     37.93
 ,      484,    2.42,     27.53,    29.19,     41.00,     4.70,    19.53,     37.86
 ,      485,    2.42,     27.50,    29.03,     41.24,     4.69,    19.56,     37.80
 ,      486,    2.43,     27.46,    28.87,     41.50,     4.68,    19.59,     37.70
 ,      487,    2.43,     27.42,    28.72,     41.77,     4.69,    19.64,     37.60
 ,      488,    2.44,     27.40,    28.55,     42.04,     4.65,    19.68,     37.46
 ,      489,    2.44,     27.37,    28.37,     42.32,     4.67,    19.69,     37.34
 ,      490,    2.44,     27.31,    28.21,     42.60,     4.66,    19.73,     37.18
 ,      491,    2.45,     27.29,    28.04,     42.87,     4.64,    19.77,     37.03
 ,      492,    2.46,     27.23,    27.87,     43.19,     4.64,    19.81,     36.85
 ,      493,    2.46,     27.20,    27.70,     43.48,     4.64,    19.84,     36.64
 ,      494,    2.46,     27.16,    27.55,     43.75,     4.65,    19.89,     36.45
 ,      495,    2.47,     27.11,    27.37,     44.07,     4.67,    19.91,     36.21
 ,      496,    2.48,     27.09,    27.20,     44.39,     4.67,    19.95,     35.97
 ,      497,    2.48,     27.06,    27.04,     44.69,     4.67,    20.01,     35.69
 ,      498,    2.48,     27.01,    26.86,     45.00,     4.68,    20.03,     35.41
 ,      499,    2.49,     26.99,    26.70,     45.27,     4.70,    20.05,     35.14
 ,      500,    2.50,     26.95,    26.55,     45.58,     4.70,    20.11,     34.82
 ,      501,    2.50,     26.93,    26.38,     45.89,     4.70,    20.14,     34.52
 ,      502,    2.50,     26.89,    26.23,     46.16,     4.73,    20.15,     34.18
 ,      503,    2.51,     26.87,    26.06,     46.44,     4.73,    20.20,     33.83
 ,      504,    2.52,     26.83,    25.95,     46.70,     4.76,    20.23,     33.49
 ,      505,    2.52,     26.80,    25.80,     46.98,     4.77,    20.24,     33.10
 ,      506,    2.52,     26.77,    25.63,     47.21,     4.79,    20.26,     32.75
 ,      507,    2.53,     26.75,    25.51,     47.46,     4.82,    20.31,     32.34
 ,      508,    2.54,     26.74,    25.38,     47.69,     4.82,    20.33,     31.94
 ,      509,    2.54,     26.70,    25.25,     47.91,     4.83,    20.34,     31.55
 ,      510,    2.54,     26.67,    25.13,     48.12,     4.86,    20.34,     31.14
 ,      511,    2.55,     26.67,    25.02,     48.32,     4.89,    20.36,     30.73
 ,      512,    2.56,     26.65,    24.89,     48.51,     4.90,    20.39,     30.29
 ,      513,    2.56,     26.64,    24.80,     48.69,     4.92,    20.41,     29.86
 ,      514,    2.56,     26.63,    24.68,     48.82,     4.93,    20.43,     29.44
 ,      515,    2.57,     26.61,    24.57,     48.97,     4.95,    20.43,     28.99
 ,      516,    2.58,     26.59,    24.50,     49.11,     4.99,    20.44,     28.57
 ,      517,    2.58,     26.59,    24.41,     49.22,     4.99,    20.46,     28.15
 ,      518,    2.59,     26.59,    24.33,     49.32,     4.99,    20.45,     27.70
 ,      519,    2.59,     26.56,    24.25,     49.40,     5.00,    20.47,     27.26
 ,      520,    2.60,     26.56,    24.18,     49.48,     5.03,    20.47,     26.81
 ,      521,    2.60,     26.55,    24.11,     49.51,     5.05,    20.48,     26.38
 ,      522,    2.61,     26.54,    24.03,     49.56,     5.07,    20.48,     25.93
 ,      523,    2.61,     26.55,    23.97,     49.59,     5.08,    20.49,     25.50
 ,      524,    2.62,     26.56,    23.91,     49.59,     5.11,    20.50,     25.06
 ,      525,    2.62,     26.55,    23.85,     49.58,     5.12,    20.50,     24.61
 ,      526,    2.63,     26.55,    23.80,     49.53,     5.12,    20.52,     24.20
 ,      527,    2.63,     26.56,    23.74,     49.50,     5.15,    20.52,     23.75
 ,      528,    2.64,     26.56,    23.70,     49.43,     5.18,    20.53,     23.35
